file_path,url,sample_id,ground_truth_validity,qc_remark,qc_comment,Q1,Caste,Age
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_9095a2da-f0f2-457f-b188-527b184f0384.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-21_17-38-45_samples_NwiWNchXoA.mp4,9095a2da-f0f2-457f-b188-527b184f0384,Not Valid,No respondent entered on his own,Fake Audio/Empty Audio,డ్రైనేజి,Mala,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_7a6ad7c3-bc97-4e0a-b4ce-7a273072fa5b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-21_17-38-38_samples_16pKsgq8XF.mp4,7a6ad7c3-bc97-4e0a-b4ce-7a273072fa5b,Valid,0,Correctly Done,త్రాగునీరు,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_bb84f367-70eb-4d83-b171-b945ae01f930.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-21_17-50-54_samples_VvSOXMTNxT.mp4,bb84f367-70eb-4d83-b171-b945ae01f930,Not Valid,No respondent entered on his own,Fake Audio/Empty Audio,రోడ్లు,Mala,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_1b128acd-f945-4ad2-a9f5-10b673aa5ffe.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-21_17-50-44_samples_co1NqQEx92.mp4,1b128acd-f945-4ad2-a9f5-10b673aa5ffe,Valid,"Q6,Q12 kept on his own",Not Doing It Properly,కరెంట్,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_116c3a32-db66-4286-8eb7-9ac8a1e9d6f4.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-05-11_samples_gXg4GnZ9wZ.mp4,116c3a32-db66-4286-8eb7-9ac8a1e9d6f4,Valid,"Didn't ask caste, respondent gender is male but mentioned as female, Q8,9 kept on his own",Not Doing it Properly,డ్రైనేజి,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_0b4ccee0-4018-4460-a628-da53edca9be0.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-02-38_samples_nru3x9AyuA.mp4,0b4ccee0-4018-4460-a628-da53edca9be0,Valid,Correctly Done,Correctly Done,కరెంట్,Kapu,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_3fb96e6d-99ad-43f0-8ea9-46753a1440b8.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-29-15_samples_GvaVKT2JsZ.mp4,3fb96e6d-99ad-43f0-8ea9-46753a1440b8,Valid,Q6 kept on his own,Not Doing it Properly,కరెంట్,Kapu,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_74c8b244-c9d1-470d-a065-40356aec5b90.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-06-22_samples_VlHNG3ZRrv.mp4,74c8b244-c9d1-470d-a065-40356aec5b90,Valid,correctly done,Correctly Done,రోడ్లు,Agnikulakshatriya,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_f1385543-bb0c-4fa8-a0e1-105ea8b9db04.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-22-43_samples_UxSNRfcWUA.mp4,f1385543-bb0c-4fa8-a0e1-105ea8b9db04,Valid,correctly done,Correctly Done,డ్రైనేజి,Rajaka,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_f2a98919-7338-46ce-b1d1-3de9a3116386.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-25-56_samples_3LunDoVdgN.mp4,f2a98919-7338-46ce-b1d1-3de9a3116386,Valid,Correctly Done,Correctly Done,కరెంట్,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_c237c19c-7ae1-472e-ba77-fc0baea1ccc7.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-30-40_samples_4p0vvGMRYH.mp4,c237c19c-7ae1-472e-ba77-fc0baea1ccc7,Not Valid,all options kept on his own (Fake audio),Fake Audio/Empty Audio,రోడ్లు,Rajaka,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_8558e8d1-390a-40cb-aea0-6d2d8e030578.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-32-13_samples_gpoup9ZWaP.mp4,8558e8d1-390a-40cb-aea0-6d2d8e030578,Valid,asking questions very fast,Correctly Done,రోడ్లు,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_4f5df611-6ae0-4b03-9f7e-0d8c0afe2aa0.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-32-44_samples_Kp3md3kq88.mp4,4f5df611-6ae0-4b03-9f7e-0d8c0afe2aa0,Valid,"Respondent said no issues, but surveyor kept on his own for Q1",Correctly Done,కరెంట్,Madiga,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_d69e05bf-6ab1-440c-9c30-d6cca1e3cedc.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-01-28_samples_Vm0OK4kRUH.mp4,d69e05bf-6ab1-440c-9c30-d6cca1e3cedc,Valid,Q4 kept his own,Not Doing it Properly,కరెంట్,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_23cdcd12-56d3-45a2-a97b-850fc291f9da.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-36-18_samples_RJzNYSjQkI.mp4,23cdcd12-56d3-45a2-a97b-850fc291f9da,Not Valid,fake audio / empty audio,Fake Audio/Empty Audio,త్రాగునీరు,Settibalija,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_b8884263-6e12-4566-bc1d-4aab5fea6d9e.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-38-17_samples_P8YrpU8tel.mp4,b8884263-6e12-4566-bc1d-4aab5fea6d9e,Valid,Correctly Done,Correctly Done,రోడ్లు,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_28ae6eca-701b-4444-b76b-27277c2cf199.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_15-43-30_samples_m73PrJd7Vl.mp4,28ae6eca-701b-4444-b76b-27277c2cf199,Valid,Fake sample,Not Doing It Properly,త్రాగునీరు,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_6451217e-5721-4690-8d31-c0a5da5b6006.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-40-50_samples_jxfaPRI4zT.mp4,6451217e-5721-4690-8d31-c0a5da5b6006,Valid,Correctly Done,Correctly Done,కరెంట్,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_f275f938-97aa-4cee-9267-722db61dbeca.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-49-12_samples_j8S6saeVsO.mp4,f275f938-97aa-4cee-9267-722db61dbeca,Valid,Caste is Different,Correctly Done,డ్రైనేజి,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_930512c2-de74-44e9-be07-e8cfc4bd3b18.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-49-12_samples_9THEi1zWWf.mp4,930512c2-de74-44e9-be07-e8cfc4bd3b18,Valid,0,Correctly Done,డ్రైనేజి,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_d07f0f0f-e02c-4f3a-953b-86de0d3695b6.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_16-55-47_samples_a30AVutzoU.mp4,d07f0f0f-e02c-4f3a-953b-86de0d3695b6,Valid,"Hurried in completing the questionnaire and kept Q12 on his own, didn't mentioned the options to the respondent, the respondent said Rapaka varaprasad",Not Doing it Properly,కరెంట్,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_e2191cdb-a4b9-42cb-8fdb-189a4d024599.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-54-42_samples_7V76EvevC7.mp4,e2191cdb-a4b9-42cb-8fdb-189a4d024599,Valid,Correctly Done,Correctly Done,కరెంట్,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5f4f4e05-9b93-40c3-be41-7755315344be.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_10-24-52_samples_Z5x7pBgk54.mp4,5f4f4e05-9b93-40c3-be41-7755315344be,Valid,Correctly Done,Correctly Done,త్రాగునీరు,Agnikulakshatriya,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_c4b9f5ba-4fb6-424a-9c96-3152e651b518.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_14-39-22_samples_mWkWDX0d43.mp4,c4b9f5ba-4fb6-424a-9c96-3152e651b518,Not Valid,fake audio,Fake Audio/Empty Audio,త్రాగునీరు,Yadava,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_b6fd985f-660d-49b1-be85-3148eb3b187b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_10-46-50_samples_d9uljEWsbx.mp4,b6fd985f-660d-49b1-be85-3148eb3b187b,Valid,Q6 Not selected proper response,Correctly Done,కరెంట్,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_098f4ef6-5e9d-44bc-bbcc-78f79e88af51.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-40-21_samples_yNsHyFLn94.mp4,098f4ef6-5e9d-44bc-bbcc-78f79e88af51,Valid,fake audio/empty audio,Not Doing It Properly,రోడ్లు,Yadava,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_6c728f57-8c3c-4c60-b45b-3d933c4d2082.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-01-15_samples_qmBqEyducr.mp4,6c728f57-8c3c-4c60-b45b-3d933c4d2082,Valid,No remarks,Correctly Done,డ్రైనేజి,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_373cb6d4-cff0-405c-b9e4-40ca5b39e645.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-01-15_samples_D7lZaRhztx.mp4,373cb6d4-cff0-405c-b9e4-40ca5b39e645,Valid,0,Correctly Done,డ్రైనేజి,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_1ee697fe-21b1-4774-99c2-0e7aedd84d33.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-01-15_samples_AN9iOLm6sd.mp4,1ee697fe-21b1-4774-99c2-0e7aedd84d33,Valid,0,Correctly Done,డ్రైనేజి,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_86f27f0f-91be-4fcf-86ac-26ae96d8d596.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-27-21_samples_DU3txvzGCQ.mp4,86f27f0f-91be-4fcf-86ac-26ae96d8d596,Valid,Q1 kept his own,Not Doing it Properly,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_2e3c2f2b-a2ce-4b8c-a70d-4fb65c317054.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-34-32_samples_QjYfesgXBV.mp4,2e3c2f2b-a2ce-4b8c-a70d-4fb65c317054,Valid,fake audio,Not Doing It Properly,డ్రైనేజి,Agnikulakshatriya,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5b2f2093-dbc1-4841-8139-730087848aea.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-09-07_samples_KG3m6fNCnR.mp4,5b2f2093-dbc1-4841-8139-730087848aea,Valid,Kept Q1 on his own.,Correctly Done,కరెంట్,Madiga,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_2464fb84-e2f4-4d9a-aec1-6b35813562fe.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-49-36_samples_KJnRNJqpdx.mp4,2464fb84-e2f4-4d9a-aec1-6b35813562fe,Valid,respondent male but mentioned feamle,Not Doing it Properly,రోడ్లు,Agnikulakshatriya,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_b819d39d-6e3e-41d3-b923-4ee894a33a04.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-24-32_samples_RCOXnSLl1C.mp4,b819d39d-6e3e-41d3-b923-4ee894a33a04,Valid,Q9 kept his own,Not Doing it Properly,రోడ్లు,Yadava,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_0ce68bcd-1eed-4e57-b9ee-0437ff8837b4.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-20-17_samples_hcIwZPUOY1.mp4,0ce68bcd-1eed-4e57-b9ee-0437ff8837b4,Valid,"Q1 kept his own, Q4 not explaining padhakalu to the respondent , respondent male but mentioned female",Not Doing it Properly,కరెంట్,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_87fe17c3-ec8f-4683-ab63-c935eee66a6a.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-46-52_samples_n6lVXxUx8z.mp4,87fe17c3-ec8f-4683-ab63-c935eee66a6a,Valid,"not asking caste , Q9,17  kept his own",Not Doing it Properly,కరెంట్,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_05b082e2-15f2-4e2b-8acd-3954b7e97a87.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-16-14_samples_qgQ5aLnnJ9.mp4,05b082e2-15f2-4e2b-8acd-3954b7e97a87,Valid,Too hurried in completeing the questionnaire,Correctly Done,డ్రైనేజి,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_9d1689fe-8683-4df7-a336-9751e6c646d0.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-14-51_samples_tnirSuC0bU.mp4,9d1689fe-8683-4df7-a336-9751e6c646d0,Valid,No remarks,Correctly Done,డ్రైనేజి,Madiga,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_9f1ae943-9904-4852-a1eb-5e9af86ec36b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-19-34_samples_7GZxu97tsd.mp4,9f1ae943-9904-4852-a1eb-5e9af86ec36b,Valid,"Q9 response is inaudible, and also seems like respondent didn't said anything.",Correctly Done,డ్రైనేజి,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_ae212192-f249-4a6d-ae60-abd91953ba83.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-31-17_samples_IjRgiCMMpT.mp4,ae212192-f249-4a6d-ae60-abd91953ba83,Valid,No remarks,Correctly Done,డ్రైనేజి,Kapu,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_8789a033-c295-4e63-abbe-762cceced6c5.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-33-21_samples_SFahlo1PEz.mp4,8789a033-c295-4e63-abbe-762cceced6c5,Valid,"Q1,Q6 entered on his own.",Correctly Done,కరెంట్,Mala,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_04a42c65-e725-4df0-bdf3-c7f47aec7133.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_16-27-47_samples_PWvRAFqdIH.mp4,04a42c65-e725-4df0-bdf3-c7f47aec7133,Valid,Fake sample,Not Doing It Properly,త్రాగునీరు,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_6d4d44f7-b21e-4758-b11f-161b45dad703.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-42-27_samples_usciPSkGwv.mp4,6d4d44f7-b21e-4758-b11f-161b45dad703,Valid,No Remarks,Correctly Done,రోడ్లు,Mala,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_3026f3fa-3136-46fd-b351-6e9fb892ce45.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-53-44_samples_zFOOyG04JZ.mp4,3026f3fa-3136-46fd-b351-6e9fb892ce45,Valid,Correctly done,Correctly Done,రోడ్లు,Mala,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_b40e0b10-09e7-4ae3-bc92-426dc6eba2d6.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-47-29_samples_PDKpbNFLvG.mp4,b40e0b10-09e7-4ae3-bc92-426dc6eba2d6,Not Valid,Surveyor kept all options on his own,Fake Audio/Empty Audio,రోడ్లు,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_70664f94-c891-4996-805c-00f686d1dbbf.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-03-26_samples_GyGxD8bE3I.mp4,70664f94-c891-4996-805c-00f686d1dbbf,Valid,correctly done,Correctly Done,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_105e1829-8180-4959-9436-57ce401521f4.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-03-26_samples_frryR5Rxa0.mp4,105e1829-8180-4959-9436-57ce401521f4,Valid,0,Correctly Done,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_57431ce6-47a3-40b3-ad42-5110ca637da4.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-45-54_samples_cb6MBCIzBw.mp4,57431ce6-47a3-40b3-ad42-5110ca637da4,Valid,"Caste wrong- didn't asked the respondent correctly,",Not Doing it Properly,త్రాగునీరు,Yadava,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_633be197-bd3f-437f-987e-2f456e3bd712.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-37-34_samples_Duu5ayIEBF.mp4,633be197-bd3f-437f-987e-2f456e3bd712,Valid,"Q9,10 kept on his own",Not Doing it Properly,రోడ్లు,Brahmin,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_055ad785-de11-4154-8f28-2714f4784691.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-51-18_samples_dTeEbYAmcu.mp4,055ad785-de11-4154-8f28-2714f4784691,Valid,"Q1,6 kept his own , asked questions too fast to complete the survey",Not Doing it Properly,కరెంట్,Rajaka,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_692e572a-bc20-484a-bc84-5241be18b549.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-56-09_samples_xrlt2VYxh8.mp4,692e572a-bc20-484a-bc84-5241be18b549,Valid,Q1 kept his own,Not Doing it Properly,కరెంట్,Agnikulakshatriya,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_f284194d-300e-445d-bebb-60a45ac1171b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_14-59-47_samples_tXhAYqPmy2.mp4,f284194d-300e-445d-bebb-60a45ac1171b,Valid,fake audio/empty audio,Not Doing It Properly,కరెంట్,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_465e37b5-68c8-45e5-a736-a9ec12690ac2.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-48-51_samples_1ilCp1qa0T.mp4,465e37b5-68c8-45e5-a736-a9ec12690ac2,Not Valid,"Q1 Kept on his own, Skipped Q5, Q7,",Not Asking Some of the Questions,డ్రైనేజి,Agnikulakshatriya,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_673284cb-a99f-403b-8f06-94da032f3c3e.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-03-26_samples_zImHtL4pr4.mp4,673284cb-a99f-403b-8f06-94da032f3c3e,Valid,0,Correctly Done,రోడ్లు,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_d0e8f2ec-a871-4844-b32e-f968e0880144.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-07-20_samples_Lb3C7MnI78.mp4,d0e8f2ec-a871-4844-b32e-f968e0880144,Valid,Correctly Done,Correctly Done,కరెంట్,Mala,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_7bca5efe-67cb-43ba-b422-b950f3fe2a3e.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_11-55-43_samples_7pslxCf2tV.mp4,7bca5efe-67cb-43ba-b422-b950f3fe2a3e,Not Valid,Surveyor added options on his own,Fake Audio/Empty Audio,డ్రైనేజి,Kshatriya/Rajulu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_effed641-e941-43d7-8582-4cfb99b35699.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-08-29_samples_ew09VqmqEG.mp4,effed641-e941-43d7-8582-4cfb99b35699,Valid,correctly done,Correctly Done,రోడ్లు,Yadava,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_c27b93d3-5efa-45d0-be6e-cf723ff458b8.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-17-37_samples_o7P3suQL4k.mp4,c27b93d3-5efa-45d0-be6e-cf723ff458b8,Valid,"Q18 kept on his own, Gender - Male",Correctly Done,డ్రైనేజి,Kapu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5bc0ced8-a64a-4028-a95b-5d575a3bcfd3.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-56-49_samples_7HSflRmwiX.mp4,5bc0ced8-a64a-4028-a95b-5d575a3bcfd3,Valid,"Q9,16,17 not asking",Not Doing it Properly,డ్రైనేజి,Settibalija,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_be8ed20d-d292-48d4-84e6-a38da68c813b.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_13-58-12_samples_qULMxYr28j.mp4,be8ed20d-d292-48d4-84e6-a38da68c813b,Not Valid,kept all options on his own,Fake Audio/Empty Audio,రోడ్లు,Settibalija,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_2c2782dd-f562-4f2b-8aa8-75ec0af9cf99.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_15-02-13_samples_f79jJkeBAC.mp4,2c2782dd-f562-4f2b-8aa8-75ec0af9cf99,Not Valid,fake audio / empty audio,Fake Audio/Empty Audio,త్రాగునీరు,Agnikulakshatriya,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_cfe7df81-fc79-4c3f-aa31-5630a7a34818.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-19-23_samples_8xpzOgSDib.mp4,cfe7df81-fc79-4c3f-aa31-5630a7a34818,Valid,Correctly Done,Correctly Done,సాగునీరు,Madiga,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_afa51f67-b7a1-4f21-8f0d-08b0cfd6f823.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_15-54-33_samples_5v1sHarXcO.mp4,afa51f67-b7a1-4f21-8f0d-08b0cfd6f823,Valid,fake/empty audio,Not Doing it Properly,డ్రైనేజి,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_37897af4-d505-4912-bc31-3b058e2e26ca.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_16-10-23_samples_5ICZiF9d6c.mp4,37897af4-d505-4912-bc31-3b058e2e26ca,Valid,fake/empty audio,Not Doing It Properly,త్రాగునీరు,Mala,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_908377b1-e04f-426c-9746-2ca4f663ffb1.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-28-34_samples_8RSHswoSMi.mp4,908377b1-e04f-426c-9746-2ca4f663ffb1,Valid,Wrong caste entered,Correctly Done,కరెంట్,Brahmin,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Not Valid_8d2163fc-d4eb-4145-87af-84dbc574eb35.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_16-58-14_samples_MKMgPilt6v.mp4,8d2163fc-d4eb-4145-87af-84dbc574eb35,Not Valid,Fake Sample,Fake Audio/Empty Audio,డ్రైనేజి,Kshatriya/Rajulu,26-40
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_3c35886b-3460-4119-bb1c-ff96beaa4dc7.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-29-48_samples_pj1NzsEf8j.mp4,3c35886b-3460-4119-bb1c-ff96beaa4dc7,Valid,correctly done,Correctly Done,త్రాగునీరు,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_9bb4130d-3781-462f-aad8-a1aad67ef83d.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-31-21_samples_gyLRqb5o6e.mp4,9bb4130d-3781-462f-aad8-a1aad67ef83d,Valid,Q1 kept on his own,Correctly Done,కరెంట్,Kapu,18-25
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5b636801-488e-49a4-a3a7-23a3a1ef9216.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-39-10_samples_VUDpBou94j.mp4,5b636801-488e-49a4-a3a7-23a3a1ef9216,Valid,caste mentioned as nayi brahmin,Correctly Done,రోడ్లు,Brahmin,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_5688680a-fcd5-4075-a607-107330225163.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-37-34_samples_2FVvsJBtaR.mp4,5688680a-fcd5-4075-a607-107330225163,Valid,0,Correctly Done,రోడ్లు,Brahmin,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_fac5e77d-424f-4541-bb44-a8ad5ce176bc.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_14-14-37_samples_AfXtLr0mom.mp4,fac5e77d-424f-4541-bb44-a8ad5ce176bc,Valid,surveyor asking questions but respondent not there,Not Doing It Properly,రోడ్లు,Mala,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_99b83e9c-67fd-42f7-9ffa-0c7518eeed80.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_12-52-31_samples_jaXs5fb9bk.mp4,99b83e9c-67fd-42f7-9ffa-0c7518eeed80,Valid,Q1 kept on his own,Correctly Done,డ్రైనేజి,Kapu,41-59
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_dc931c56-41c3-4fb9-92a6-f6dc59981a56.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_14-02-53_samples_lbz0KBXzZP.mp4,dc931c56-41c3-4fb9-92a6-f6dc59981a56,Valid,correctly done,Correctly Done,కరెంట్,Agnikulakshatriya,60+
/Users/aierarohit/Desktop/Political Data/audio_samples/Valid_ec211021-0e03-4589-927f-7b8387bf87ea.mp3,http://164.52.221.216/localmedia/media/surveys/samples/recording_2026-01-22_14-06-09_samples_r1oFL10HJm.mp4,ec211021-0e03-4589-927f-7b8387bf87ea,Valid,Wrong caste entered,Correctly Done,కరెంట్,Agnikulakshatriya,41-59
